epoch,accuracy,loss,val_accuracy,val_loss
0,0.27841442823410034,1.7846280336380005,0.3088604211807251,1.6890360116958618
1,0.3514925539493561,1.64449143409729,0.4040122628211975,1.5155515670776367
2,0.38447874784469604,1.5696368217468262,0.4357759952545166,1.4483317136764526
3,0.4055522680282593,1.5255835056304932,0.4090275764465332,1.5669829845428467
4,0.42537182569503784,1.4880715608596802,0.4632209539413452,1.3869019746780396
5,0.4371451437473297,1.461870789527893,0.4908052384853363,1.335292935371399
6,0.4465498626232147,1.4391505718231201,0.5039008259773254,1.3013468980789185
7,0.45637255907058716,1.416334629058838,0.5012538433074951,1.2914155721664429
8,0.4566512107849121,1.4070698022842407,0.5043187737464905,1.2835257053375244
9,0.4710717797279358,1.3913518190383911,0.5139314532279968,1.268143653869629
10,0.4750078320503235,1.3760098218917847,0.5154638886451721,1.2509164810180664
11,0.47870007157325745,1.3660489320755005,0.5126776099205017,1.2486090660095215
12,0.4820091128349304,1.349422812461853,0.5299526453018188,1.237158179283142
13,0.4819743037223816,1.3508282899856567,0.5292560458183289,1.2287604808807373
14,0.487233966588974,1.33985435962677,0.5387294292449951,1.200403094291687
15,0.49015986919403076,1.3301924467086792,0.5409584641456604,1.2126766443252563
16,0.49235430359840393,1.3295332193374634,0.531206488609314,1.231570839881897
17,0.4953150451183319,1.3195230960845947,0.5351072549819946,1.2345503568649292
18,0.495837539434433,1.322487235069275,0.5416550636291504,1.2030290365219116
19,0.49764883518218994,1.3139183521270752,0.5402619242668152,1.1978111267089844
20,0.5001218914985657,1.3095589876174927,0.5423516035079956,1.1830464601516724
21,0.5041276216506958,1.3024570941925049,0.546531081199646,1.1832201480865479
22,0.504615306854248,1.3011029958724976,0.5536361336708069,1.1652145385742188
23,0.5054512619972229,1.2961478233337402,0.5477849245071411,1.1705751419067383
24,0.5080636739730835,1.2872428894042969,0.5594873428344727,1.1447633504867554
25,0.509735643863678,1.2886334657669067,0.5521036386489868,1.1807323694229126
26,0.5119997262954712,1.2849899530410767,0.5551685690879822,1.1520205736160278
27,0.5102580785751343,1.2823630571365356,0.5589300394058228,1.1447200775146484
28,0.512313187122345,1.282810091972351,0.5583727955818176,1.1681716442108154
29,0.5163189172744751,1.2739546298980713,0.5543326735496521,1.1543163061141968
30,0.5128705501556396,1.2734718322753906,0.5647812485694885,1.1308120489120483
31,0.5175032019615173,1.2718409299850464,0.5656171441078186,1.1498785018920898
32,0.5193841457366943,1.2669869661331177,0.5671496391296387,1.135534405708313
33,0.5194538235664368,1.2674376964569092,0.5583727955818176,1.153324007987976
34,0.5164930820465088,1.2635738849639893,0.5706325173377991,1.1264599561691284
35,0.5185829997062683,1.2604399919509888,0.5743939876556396,1.1168080568313599
36,0.5271169543266296,1.2549551725387573,0.5629701614379883,1.138350009918213
37,0.5174683928489685,1.258171796798706,0.5651991963386536,1.1238750219345093
38,0.5267337560653687,1.2480140924453735,0.5638060569763184,1.1257634162902832
39,0.5226235389709473,1.2561233043670654,0.5718863010406494,1.11465322971344
40,0.5240516662597656,1.2532633543014526,0.5734187960624695,1.1104860305786133
41,0.5239123702049255,1.255402684211731,0.5749512314796448,1.1172208786010742
42,0.5254101753234863,1.2487871646881104,0.5674282312393188,1.1206918954849243
43,0.527360737323761,1.2440483570098877,0.568682074546814,1.1180052757263184
44,0.526559591293335,1.2418365478515625,0.5743939876556396,1.120963454246521
45,0.5284754037857056,1.2385005950927734,0.5720256567001343,1.125515341758728
46,0.5275697708129883,1.2391859292984009,0.5742546916007996,1.1055465936660767
47,0.5333518981933594,1.2333383560180664,0.5796879529953003,1.0957911014556885
48,0.5306349992752075,1.2375414371490479,0.5809417963027954,1.0958442687988281
49,0.5301473140716553,1.236773133277893,0.5649206042289734,1.137151837348938
50,0.53084397315979,1.234984040260315,0.5759264230728149,1.109735369682312
51,0.5283709168434143,1.2357624769210815,0.5727221965789795,1.1217403411865234
52,0.5366609692573547,1.2291240692138672,0.5732794404029846,1.1191571950912476
53,0.5288933515548706,1.237640619277954,0.5813596844673157,1.0902808904647827
54,0.5320282578468323,1.2346159219741821,0.5664530396461487,1.1188238859176636
55,0.5332126021385193,1.2285298109054565,0.5870715975761414,1.0825392007827759
56,0.533386766910553,1.229628562927246,0.5898578763008118,1.093948483467102
57,0.5341182351112366,1.2283363342285156,0.5762050747871399,1.1020463705062866
58,0.5339092016220093,1.2265006303787231,0.5723042488098145,1.1115367412567139
59,0.5314709544181824,1.231299877166748,0.5736973881721497,1.104801058769226
